0,50027,50027,C-Bap cai cat soi Kg,2000,KG,7
0,50028,50028,Bap cai thao Kg,16500,KG,8
0,50031,50031,Baro hanh Kg,20900,KG,9
0,50035,50035,Cai Ngong Kg,21500,KG,4
0,50036,50036,Cai phung Tran Kg,21500,KG,5
0,50037,50037,Bap cai thao giong Dai Loan,27500,KG,6
0,50039,50039,Can tay Kg,38900,KG,7
0,50042,50042,Dau dua Kg,23900,KG,8
0,50043,50043,3111503 - Dau Hoa Lan Kg,60000,KG,9
0,50045,50045,Dau rong Kg,35900,KG,10
0,50050,50050,Mang tuoi Kg,18000,KG,11
0,50052,50052,Rau Bo ngot Kg,17900,KG,12
0,50055,50055,Cai bo xoi Kg,31500,KG,13
0,50056,50056,Cai Caron Kg,25500,KG,14
0,50057,50057,Cai dung Kg,18500,KG,15
0,50059,50059,Cai ngot Kg,17500,KG,16
0,50060,50060,Cai ro DaLat Kg,8500,KG,17
0,50061,50061,Cai thia Kg,15900,KG,11
0,50062,50062,Rau cang cua Kg,7500,KG,33
0,50063,50063,Rau chuoi Kg,47500,KG,7
0,50064,50064,Rau dang Kg,14900,KG,8
0,50065,50065,Rau Dap ca Kg,36900,KG,8
0,50066,50066,Rau day Kg,16500,KG,10
0,50068,50068,Rau den ot Kg,13000,KG,11
0,50071,50071,Rau Hung que Kg,34500,KG,0
0,50072,50072,Rau Kinh gioi Kg,37900,KG,0
0,50073,50073,Rau lang Kg,14900,KG,22
0,50074,50074,Rau ma Kg,24500,KG,0
0,50076,50076,Rau muong Kg,14500,KG,0
0,50077,50077,Rau muong che Kg,28900,KG,0
0,50078,50078,Rau Ngo ri kg,43900,KG,0
0,50084,50084,Rau tia to Kg,37500,KG,0
0,50086,50086,Sa lach cay dai Kg,14000,KG,0
0,50087,50087,Sa lach xoon la lon Kg,52500,KG,0
0,50088,50088,Sa lach xoon la nho Kg,53900,KG,0
0,50090,50090,Sa lach tim Kg,66000,KG,0
0,50091,50091,Rau Thi la Kg,44500,KG,0
0,50093,50093,Mang tay Kg,210000,KG,0
0,50094,50094,La Giang Kg,42000,KG,0
0,50095,50095,Can Tau Kg,52900,KG,0
0,50097,50097,Sa lach thang Kg,11200,KG,0
0,50098,50098,C-Rau muong thuy canh Kg,3000,KG,0
0,50100,50100,Bong Sung Kg,18900,KG,0
0,50101,50101,Bong thien ly Kg,79900,KG,0
0,50103,50103,Bong Muop Kg,17200,KG,0
0,50104,50104,Keo neo Kg,26900,KG,0
0,50105,50105,Bong He Kg,62000,KG,0
0,50107,50107,Rau mam thuy canh Kg,5000,KG,0
0,50114,50114,Sa lach Phap Kg,10000,KG,0
